,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
144,US,1093135,R3QNKCO93WB5EA,B007UWWABS,255852037,Casio G-Shock Digital Dial Resin Quartz Men's Watch DW6900WW-7,Watches,5,0,1,N,Y,Five Stars,Great looking g shock.,2015-08-31
145,US,15429512,RNTT7DB89F0JI,B0053EXMX0,679079195,Timex Men's T2N721 Intelligent Quartz Compass Tide Temperature Silver Case Brown Strap Watch,Watches,1,2,3,N,Y,Faulty product and not worth your money,Horrible watch. Don't buy. The crown came.off after one year with minimum use.,2015-08-31
146,US,43053165,R3033Z9H95PUEV,B00NC8PMUK,944169262,Motorola Moto 360 Modern Timepiece Smart Watch - Black Leather 00418NARTL,Watches,5,0,0,N,N,lorv it,Fantastic if you need a watch and have Android phone. If i didn't want to wear a watch i'm not sure i would need it. Keep you from getting you phone out so much for new updates and texts and such. i like being able to change faces and colors. i'm just starting to download games and apps for it.battery life is one waking day. charger is cool.,2015-08-31
147,US,44513050,R3IR26ZR080I4Z,B00OAPHR3E,874093938,"G-Shock Men's GA-100 Camouflage Watch, Grey, One Size",Watches,5,0,1,N,Y,Perfect hunting watch,Perfect watch for my elk hunt.  Rugged.  Big.  Non-glare.  Amazing backlight.  Super light.  Super comfortable. Perfect!!!  Thanks Amazon/Casio.,2015-08-31
148,US,3579999,R2K7M2V6U7IHXR,B00DBUVLYA,341628918,Citizen Men's AT9013-03H Rose Gold-Tone Stainless Steel Eco-Drive Watch,Watches,2,0,1,N,Y,"Hard for me to set watch,return it.","Love the looks,quality  n sizes of watch. Unfortunately I could not get it working properly. After 3 days trying , send it back. I am sure it was me running out of patients.",2015-08-31
149,US,1901788,R1C69S5KIP7RMD,B00BS8U8AK,434606685,Casio Men's Dive Style Watch,Watches,5,0,0,N,Y,Five Stars,Good,2015-08-31
150,US,51862719,R102WK3DTT11P7,B004GHPKR6,510107047,Timex Women's T2N436 Elevated Classics Two-Tone Watch with Brown Leather Strap,Watches,3,0,0,N,Y,Three Stars,handsome watch. hands are a bit difficult to read.,2015-08-31
151,US,13732442,R3PG2JL9V6NC2C,B00A31CJKK,509799213,Lucien Piccard Women's LP-10222-WWSA La Tournette White/Silver-Tone Mother of Pearl Dial Ceramic Watch,Watches,1,1,1,N,Y,Cap/screw that holds pin fell off!,After two months of careful wear the cap/screw that holds the wristband pin fell off (and was lost) - and being that I have missed the 30 day sellers return deadline I now have a pretty much brand new yet useless watch!,2015-08-31
152,US,46174629,R3BP8YB504AZ1D,B00G35108W,51624683,HACBIWA Classic Men Big Dial Brown Wrist Watch on Sale Gift,Watches,4,0,0,N,Y,Four Stars,Excelent for the price.,2015-08-31
153,US,13890601,RVRIIOO2IB6VX,B008CMYFL8,716249689,Game Time Men's NFL Beast Watch,Watches,5,0,0,N,Y,Five Stars,Great price great look!,2015-08-31
154,US,16247481,R1KG4Q4MEYPYYE,B00UTXYKZE,22955570,DASSARI Carrera Distressed Leather GT Rally Racing Watch Strap,Watches,5,0,0,N,Y,Good quality,Good quality with a reasonable price,2015-08-31
155,US,125012,RK0IK11IC6BY3,B00BS8U88W,749841095,Casio Men's W735H-1AVCF Super Illuminator Watch With Black Resin Band,Watches,4,0,0,N,Y,but I'm still pretty happy with the features,"I wish it was less manly looking (yes, I know it is a man's watch), and I wish that you had the capability of setting two different countdowns, as I use this for work breaks, but I'm still pretty happy with the features.",2015-08-31
156,US,40031208,R1QAF9FU19ORJ4,B00F5WGKQQ,135738914,Lucien Piccard Men's LP-10527-02 Moubra White Dial Black Leather Watch,Watches,1,0,0,N,N,Stopped working,This watch stops working if left on dresser for over 2/3 hours. This is happening since it was bought. I am not sure if it is the issue with battery or something else. after giving a few shake it get back its life and there is a need to reset time date etc. NOT worth the time. Certainly it is very disappointing. I would not recommend anyone this watch.,2015-08-31
157,US,2194759,R1YRO809X8F0K1,B00IOOB1RU,394792547,Casio Men's STB-1000-1CF OmniSync Sports Gear Bluetooth Fitness Smartwatch,Watches,5,0,0,N,Y,Five Stars,I like it,2015-08-31
158,US,33261514,R27UD0Y6O2GC6X,B005EXY51I,659579361,TAG Heuer Men's CAP2110.BA0833 Aquaracer Black Chronograph Dial Watch,Watches,3,0,1,N,Y,It's a beautiful watch that I absolutely love,"It's a beautiful watch that I absolutely love, but it is running 3-4 minutes per month too fast.  It is expensive to fix.  I haven't yet looked into the warranty from Amazon, but it was a gift from my wife on our wedding I don't want to send it somewhere to have it adjusted.  I am just living with it for now.",2015-08-31
159,US,10392543,R10J1I6KAK58D0,B00QLU6D9U,698711628,Timex Marathon TW5K84900 Mid-Size Watch,Watches,5,2,2,N,Y,Love this watch.,"I was hesitant to buy this watch at first after reading the reviews about the band being too small. Now after receiving it I find that it fits me perfect! (By the way my wrist is not skinny). I work at a jewelry counter where we sell watches and this watch's band seems to be the average length of a normal digital woman's watch. Anyways, I'm happy with it.",2015-08-31
160,US,49253116,R2EQZ1UR9DHZIJ,B006ZMHUP0,899975826,Seiko QXA520KLH Wall Clock,Watches,5,0,0,N,Y,It looks very nice runs very smoothly/quietly,We looked at many clocks before coming across this one.  It looks very nice runs very smoothly/quietly.  We are very satisfied with this product.,2015-08-31
161,US,2273028,R1MXY14T5LQ3KB,B00AMON21I,442890586,Tommy Hilfiger Men's 1710330 Stainless Steel Watch with Black Genuine Leather Band,Watches,4,0,1,N,Y,greatwatch for gifting,great watch for gifting.,2015-08-31
162,US,19001144,R3CIBB4HZ5MTY,B00J0WFKY0,679927087,U.S. Polo Assn. Men's US8211 Analog/Digital Display Sterling Silver Watch,Watches,1,2,2,N,N,Turned My Wrist Green,"I got a deal on this watch at a local department store, but after I got home and read the reviews, my guard was up already. Well, less than a week into wearing it, I took it off tonight and my wrist was green. Ugh! Frustrating! These US Polo watches have great style and weight in a lot of cases, I just wish they would up the price by about $20 and put some real quality into them, like genuine stainless steel!  Some of the other issues I noticed include: pulling the crown stern in and out moved the entire movement inside the watch, the analog and digital times were off by more than five seconds within a week, the stopwatch time was hard to see in most lighting conditions, and, as others have undoubtedly mentioned, the bezel doesn't actually rotate. I don't expect much for the low price these watches are sold at, but several of those problems I listed are real deal breakers in my book, so back it goes tomorrow.",2015-08-31
163,US,28083844,R25F9IOX0U6YFK,B00IA8XB0K,459774413,CYMA 18mm Black Alligator Grain Genuine Leather Watchband with Gold-Plated S/S Buckle,Watches,5,0,0,N,Y,Five Stars,good quality. on time,2015-08-31
164,US,44456718,R1DFTTPLBU4LB7,B00AB4YKJW,939816843,Michael Kors Watches Runway Twist Watch (Two Tone Gold),Watches,5,0,0,N,Y,Five Stars,LOVE ITTTTTT!!!!!!!,2015-08-31
165,US,21852442,R37JDF128D85FN,B0090B7DCS,784592595,Nine West Rose Goldtone and Blush Pink Strap Watch,Watches,4,0,0,N,Y,Four Stars,Love love this watch fits nicely on my hand. Got lots of compliments on it 😆,2015-08-31
166,US,5019193,R1CLL6ZC3JR4J,B000FVE3BQ,232939052,Invicta Men's 3332 Force Collection Stainless Steel Left-Handed Watch with Black Leather Band,Watches,5,0,0,N,Y,Five Stars,nice watch what you see on the picture is what you get,2015-08-31
167,US,32775329,R13KNIS9HSMSX5,B006G7TKGG,873755300,Timex Unisex Originals Oversize Watch,Watches,3,6,6,N,Y,second by second,nice but it's a really noisy watch.<br />you will hear it all time... literally every second ...,2015-08-31
168,US,44177939,R99M3ZOQUHQC9,B00KJB8NCW,30904676,Burgi Women's BUR102TTG Silver and Yellow Gold Quartz Watch with White Dial and Silver and Yellow Gold Bracelet,Watches,5,0,0,N,Y,Charming!,Good looking and smart! Works like a charm.,2015-08-31
169,US,3310712,RBHY2SCV1N9UK,B000AYYIYU,47470030,Timex Men's Easy Reader Date Leather Strap Watch,Watches,5,0,0,N,Y,Five Stars,Good for work,2015-08-31
170,US,49325206,R13WDVO16PQSMW,B003U9BS6I,324085343,Voguestrap TX39318LBK Allstrap 18mm Black Long-Length Genuine Calf Watchband,Watches,4,0,0,N,Y,"The strap was well made, however, I had ...","The strap was well made, however, I had ordered black and it was a dark brown.  Returned for a refund which I received quite promptly.",2015-08-31
171,US,10437691,R3IJRWSLX5Y9BY,B00NWEGRYY,422303624,Lucien Piccard Men's LP-13346-02 Peak Analog Display Japanese Quartz Black Watch,Watches,4,0,0,N,Y,looks good on my wrist,Very stylish; looks good on my wrist. Lots of compliments. A good buy.,2015-08-31
172,US,44883698,R2926AFW5MU71W,B0044XG6FC,825267266,Seiko Men's SNN233 Stainless Steel Watch,Watches,5,0,0,N,Y,Five Stars,Looks awesome.,2015-08-31
173,US,23574750,R23HMU5BO9R16T,B00Q5LG8R2,434280248,Timex Womens 80’s Classic Digital Display Chronograph White Case Resin Strap Watch,Watches,5,2,2,N,Y,Five Stars,I love it. I did not know that it glows in the dark. That was a nice surprise.,2015-08-31
174,US,441166,R2PZ21GQ6TJ7Z4,B000820YD8,459971973,Invicta Men's 0072 Pro Diver Collection Chronograph 18k Gold-Plated Watch,Watches,5,0,0,N,Y,Great price AMAZING WATCH!,All I can say is this is an amazing watch. It's nice and heavy and looks and feels so expensive! I bought it for my boyfriend for his birthday and he loves it!,2015-08-31
175,US,9153972,R3UOQ50U0CSEQE,B00GL96LAM,454932639,Pulsar Women's PH8062 Analog Display Japanese Quartz Gold Watch,Watches,5,1,1,N,Y,Perfect watch. Wish I could get the exact same in silver.,"I love this watch. It looks professional and stylish without being ostentatious, and actually looks awesome with my glitzy but delicate engagement ring, adding a hint of classic menswear. It's sturdy and you really can't beat the price, plus I have relatively narrow arms/wrists and the size is perfect. It has a really nice weight to it and everyone always thinks it's much more expensive than it really is.",2015-08-31
176,US,108729,R3PLA0O61YG0UD,B0142BQVS2,532219579,Ostri Ladies Star Series Waterproof Retro Watch Color Black,Watches,5,0,0,N,Y,She works in the health bussines so she needed something easy to clean,"Bought it for my girlfriend, she loves it. She works in the health bussines so she needed something easy to clean, that could get wet and that matches her uniform. Great watch and theStar Series on the dial gives the watch a nice look.",2015-08-31
177,US,2584139,R3VW6HBBZNR2ZD,B003EKIS4S,96362190,U.S. Polo Assn. Sport Men's US8170 Black and Gunmetal-Tone Bracelet Watch,Watches,5,0,0,N,Y,Five Stars,muy buen producto,2015-08-31
178,US,42703596,R3GDHEAHV44OSP,B00T9K161Y,270974229,Armitron Sport Women's 45/7051 Digital Jelly Strap Watch,Watches,4,0,0,Y,N,Chill like blue ice,"My wife really likes the cool blue silicon wristband and watch face on this Armitron sports watch. It's stylish and fun. It has many holes for adjustment, so even very small wrists should find the proper adjustment (our four year old could wear it comfortably). The setup was fairly simple and standard, with two time zones able to be set, a stopwatch, countdown timer, and alarm. The weekdays on the display are very tiny to read, and makes the display seem a little cluttered or crowded. It is easily visible under water, with little to no glare, and seems a solid sports watch with no frills. While you can wear it in pools and the ocean, you can pretty much predict that if you do that often, the bands will degrade and discolor--but then again that's why you wear your sports watch and not a nice one. Also sunscreens etc, are unfriendly to watch faces and bands.",2015-08-31
179,US,12572043,RWJ3BUL7BTUGE,B00HYUT71W,174736236,Timex Ironman Rugged 30 Full-Size Watch,Watches,5,0,0,N,Y,Five Stars,Very nice watch for running,2015-08-31
180,US,2364497,R2QAU409Q4ON77,B011A0W3JE,871344476,Fashion Movie Black&red Deadpool Mask Quartz Pocket Watch Necklace Chain Pendant Mens Womens Gifts P193,Watches,5,0,0,N,Y,Better than expected.,"I wasn't expecting much for the price....It came on kind of a cheap necklace type chain, but the watch itself was actually a lot nicer than I had ever expected.",2015-08-31
181,US,144784,R20CPNKFKMI2VI,B00DEZQH8W,769228050,Nautica Men's A16577G BFD 105 Chrono Analog Display Analog Quartz Black Watch,Watches,4,0,0,N,Y,Four Stars,Nice,2015-08-31
182,US,52561557,R2Z6CX9K5K9DPV,B000WFZU30,239831047,Seiko Men's SGG709 Titanium Watch,Watches,5,0,0,N,Y,Nice watch,I was looking for a Seiko for my husband.  He likes it.  Wish the face was glow in the dark but other than that it fits the bill.,2015-08-31
183,US,42998998,R2THXJ56JU0C8L,B00AQ70T0S,889336640,Invicta Women's 16267 ANGEL Analog Display Japanese Quartz Grey Watch,Watches,5,0,0,N,Y,Five Stars,Nice,2015-08-31
184,US,13459440,R3HV484M015LXZ,B00B2I167K,821569073,Timex Unisex Weekender Analog Quartz Watch,Watches,3,0,0,N,Y,too big,love the look just too big for my wrist.,2015-08-31
185,US,1346699,R3BVDACV8T17TF,B006P4EYV6,659441331,Casio Men's GA201-1 G-Shock Shock Resistant Sport Watch With Black Resin Band,Watches,5,1,2,N,Y,Good qualities and a great seller.,Good qualities and a great seller.,2015-08-31
186,US,38175615,R2MPFJ2491XN0W,B00K7JSMOK,609764431,GGI International WTK-037 Metal Watch Repair Kit,Watches,5,0,0,N,Y,Very happy with purchase,I am very happy with this purchase.  I have had it for a month and have used it to adjust the length of 4 watches so far.  Very good quality.  Easy to use.  I have saved a lot of money by not having to take my watches to the jewelers to have them shorten the watch bands.  I would recommend this purchase to anyone.  Delivered on time and without problems.,2015-08-31
187,US,37165541,RCZ8N0AL6JG4E,B005OAO20U,145657838,G-SHOCK Men's GA-100 Limited Edition Watch,Watches,5,0,0,N,Y,Five Stars,Great watch I love it,2015-08-31
188,US,106806,R3KAVI6XLV6PXN,B014961VCQ,816639988,Vilam Girl Kids' Translucent Cartoon Waterproof Quartz 3D Dial Watch Time Teacher Color Pink,Watches,5,3,3,N,Y,Thewatch fits her perfectly,"I got this for my daughter for her 7th birthday and she was so excited. She has worn it everyday since receiving it. The watch fits her perfectly, with plenty of room to grow.It looks different from different angles, this makes her so ecstatic.she told me that this was the best gift she'd ever received.",2015-08-31
189,US,27378508,R2KQ6A4PVLWE9C,B008BWM6SS,133474662,ShoppeWatch Elegant Plane Style Digital Display LED Silicone Wrist Watch Black,Watches,4,0,0,N,Y,Four Stars,"Gift for someone, I cant really comment on it.",2015-08-31
190,US,15174573,R1BN3FL7H2KGDC,B001QFYDEM,679732382,6900 Military Watch - Mens,Watches,5,0,0,N,N,Looks great-durable,"Great watch! I've had the watch for almost 4 years with no complaints. Looks great, really durable, first battery lasted over 2 years. The light works great and sometimes you'll need it during the day to read the time. The all black can be a little hard to read at times, but the light will is sufficient to help out. Worth every penny!",2015-08-31
191,US,51907422,R56LMLKDHMQ9K,B00LW3RWI2,345934258,Timex Men's Expedition Gallatin Watch,Watches,4,2,2,N,Y,"comfortable band, and the face looks exactly as it ...","Soft, durable, comfortable band, and the face looks exactly as it does here. Reduces glare and the light up feature is great.",2015-08-31
192,US,38783047,R2YDM8VUSJB6TL,B00C29YETA,269240927,Burberry The City Champagne Dial Haymarket Check Strap Unisex Watch BU9026,Watches,5,0,0,N,Y,Very happy!!,Love this watch! Got a great price and quick delivery.,2015-08-31
193,US,8196929,R2UJSPN4KEYDNN,B000AYW0KO,391974695,Timex Women's Easy Reader Date Expansion Band Watch,Watches,1,0,0,N,Y,Ouch!,Battery died in 2 weeks!!!!!!!,2015-08-31
194,US,41339780,R30EF7MZH0KENH,B00OAZINQO,650923567,"Casio Men's PRW-3500Y-4CR Atomic Black Digital with Red Resin Band, Watch",Watches,5,1,2,N,Y,Five Stars,Good Product & good seller,2015-08-31
195,US,15031361,R2JED4UMYQ53S2,B00HA062MS,880520441,kate spade new york Women's 1YRU0510 Metro Grand Gold-Tone Stainless Steel Watch with Beige Leather Band,Watches,2,1,1,N,N,"Beautiful design, but not working","I absolutely love the design and the quality of the watch materials. When I received the watch, it was set correctly so I did not have to make any adjustments to the date or day for almost 2 months after my purchase. Sadly, when I went to adjust the date because it was off from having a shorter month, I found out this part of the watch was broken. I do not wear it often and am not rough on it (primarily worn in an office setting). The band and watch face still look close to new, so I'm assuming the dial was broken when I received it and I realized it too late to return it. This is the third time this has happened to me when ordering a watch through Amazon. I absolutely love Kate Spade designs and they are generally of a superior quality, but when ordering on Amazon, you typically get a product that looks or functions like an item that was rejected by the maker because of minor dysfunctions. The gold-on-gold color make the watch slightly harder to read and the date dial is quite small, but the pink hands really help with visibility. The leather on this strap is very thick, which takes some adjusting to if you are used to wearing lower-profile watches. It is also a light enough color that if you are wearing it to work and are rubbing up against printed materials, the band will get a slight discoloration from the ink. The watch face is large, as other reviews suggest. I have a medium sized wrist (~ 16 cm), but it does not look too large on my wrist. When wearing it, I can definitely feel that I have a watch on, but the size makes it look like a nice statement piece.",2015-08-31
196,US,44361652,R8FBF3HWE25L5,B008XDC1NU,151481204,Casio Women's BG169G-4 Baby G Pink Champagne Watch,Watches,3,1,2,N,Y,I like my Timex Ironman watch better and here's why,"I really wanted to love this watch but I don't.  Compared to the women's Timex Ironman Triathlon watch it is replacing:<br />1.  The watch is much heavier and bigger.  I really notice the bulk and weight on my wrist when I'm working out<br />2.  The date display is goofy.  The year is displayed first.  Duh - who doesn't know what year it is?  The month/date has a small display which is difficult to read at times.  I went all through the instructions to see if I could change this, but could not.  The Ironman defaults to DAY of week then the DATE of month.  That's what I need, and I need it to be displayed clearly.  Done.<br />3.  The display of the Casio can be difficult to read in bright light conditions.  I don't know if it's my sunglasses, the glare, or what.  But I don't have the same problem with my Ironman watch.<br />4.  This watch is double the price of the Timex Ironman.<br /><br />I prefer the lighter/smaller Timex with easier to read display for half the cost.  My Casio is collecting dust on my shelf, although I will admit it looks nicer than the Timex sitting there.",2015-08-31
197,US,16286393,R2QLMEGW3IR67Q,B008JELISM,865075077,Braun Travel Alarm Clock - BNC-5,Watches,4,0,0,N,Y,It's not as high quality as the old one but I like the design,"I've had it a month so far.  It's not as high quality as the old one but I like the design.  Very convenient as a bedside alarm.  I find it loud enough, contrary to other reviews.  Quality is okay.",2015-08-31
198,US,24236208,R1DFXP0CAE6DVT,B00RXDBF60,794864378,Swatch Golden Dial Golden Sparkle Silicone Ladies Watch SUOK704,Watches,3,1,1,N,Y,"I like Swatch watches, period.","Had not noticed that this is the very large watch face and band. I like the watch face fine though it's bigger than I anticipate. Silicone band seems cheap and it's stiff. Put on a leather band that I had for my other watch which was a smaller size, but made the band work ok.",2015-08-31
199,US,15279150,R7LPVDRGCHDMQ,B0014X45YY,371814343,Paylak UNIKEY-1E Even Sizes 5 Prong Universal Clock Key for Winding Clocks,Watches,5,0,0,N,Y,Great versatile key,Great key. Works well and does exactly as it should. Solid Construction.,2015-08-31
200,US,4242375,RQY9C87Y6J9IJ,B0006IEWWI,628710967,Casio Women's STR300 Runner Eco Friendly Digital Watch,Watches,5,0,0,N,Y,Five Stars,"Bought this watch in 2014 and wear it at least 75% of the time including in the shower, running, hiking, kayaking, swimming, and all other sorts of activity. It only recently &#34;broke&#34;. Honestly, the circle piece of the face came off, but the watch still functions perfectly. Picture shows what I am talking  about. Purchasing another one and hoping it will last another 3 years!",2015-08-31
201,US,16030219,RQCSZU997MCSO,B004HX2QHG,18318521,22mm NATO G10 Green Nylon Military Watch Band Strap,Watches,5,0,0,N,Y,love the band,"A+ deal, love the band.",2015-08-31
202,US,5628496,R1NDZZQ1FZN43I,B00HLG7YF0,297856711,Unisex Fashion Sport Watch Multifunction Multi-colour Led LAnalog Digital Waterproof Alarm Wristwatch,Watches,1,0,0,N,Y,One Star,It's not keeping good time,2015-08-31
203,US,162430,RICTT6FW5AXX8,B00DKYC7TK,361166390,Ritche 22mm Black Stainless Steel Bracelet Watch Band Strap Pebble Time/Pebble Classic,Watches,2,0,0,N,Y,Two Stars,Not what I expected....,2015-08-31
204,US,2239679,RA8KHI1XJXRNQ,B00PBD35SA,505991627,Roots Men's 1R-AT104WH1W Seymour Digital Light Grey Watch,Watches,4,0,0,N,N,Four Stars,good,2015-08-31
205,US,31919613,R3FNSVRGK3JI5L,B00C9SD7TC,918252954,U.S. Polo Assn. Classic Men's US4023 Watch with Black Leather Band,Watches,5,0,0,N,Y,Nice,Good Nice watch,2015-08-31
206,US,884287,R3415Q9MK1X2CU,B00HLG7YF0,297856711,Unisex Fashion Sport Watch Multifunction Multi-colour Led LAnalog Digital Waterproof Alarm Wristwatch,Watches,5,0,0,N,Y,Five Stars,coolest watch ever,2015-08-31
207,US,13929294,R7BLB3T2FBYXT,B00GWWS01Q,397989262,Mens Puma Wristwatch Essence PU103241001,Watches,5,0,0,N,Y,Deep dish dial and very beautiful.,Extremely well I made watch. It even has a solid stainless link bracelet. Deep dish dial and very beautiful.,2015-08-31
208,US,895754,R38D7CPW46N44G,B00HCU50G0,68649788,Despicable Me 2 LCD Watch,Watches,5,0,0,N,Y,Five Stars,Amazing,2015-08-31
209,US,12349860,R30ROV1Z7X6VIR,B0084EF964,959228957,Casio Men's GWX8900B-7 G-Shock Tough Solar Multi-Band Atomic Watch,Watches,5,0,0,N,Y,it 's good watch. I wear when I work,it 's good watch . I wear when I work. it light and look style.thanks,2015-08-31
210,US,43464143,R1EJM2AMMZEEXW,B00B0WOADA,698736831,Relic Payton - Gunmetal Bracelet Watch,Watches,5,1,1,N,Y,Five Stars,I am extremely pleased with the product.  Excellent watch!,2015-08-31
211,US,3146312,R1P2YB4LGNJHFK,B00N5TJ0PY,435249345,Men's Gold-Tone Casio World Time Stainless Steel Watch A500WGA-1,Watches,4,0,0,N,Y,Four Stars,Nice desing. I love this watch.,2015-08-31
212,US,42796159,RDXVYV1EQGK3U,B003KQJ94O,163584088,Invicta Women's 6908 II Collection Stainless Steel Watch,Watches,5,0,0,N,Y,Five Stars,its good,2015-08-31
213,US,111327,R3KO5DSGC51YX8,B00BKQT6I0,783231911,Daniel Wellington Women's 0506DW Classic Southhampton Stainless Steel Watch With Multi-Color Striped Band,Watches,4,0,0,N,Y,Valuable,Nice,2015-08-31
214,US,600665,R2KNC89C09QTXZ,B004OVZHCC,206713533,"Game Time Men's NFL-VET-OAK ""Veteran"" Watch - Oakland Raiders",Watches,1,0,2,N,Y,One Star,Too tight.,2015-08-31
215,US,46731073,R3RT85R1RDEUBE,B0073VO6C2,375065523,Luminox Men's 3001.BO Quartz Rubber Black Dial Watch,Watches,1,2,2,N,Y,Love the look but it's a terrible quality watch.,"It pains me to rate this watch with 1 star because I love the way that it looks and wears, but if I'm being honest with you and myself, it's a P.O.S.  I'm not a watch snob, in fact this is the most expensive watch that I've ever purchased ($190) and it's been the worst experience I've ever had with a watch. I purchased from the seller Area Trend on Amazon so I can only assume that it's an authentic Luminox but wouldn't be surprised to learn that it's a fake/knock-off/refurbished. When it arrived it wasn't running...Tap it and it would start running...a few hours it would stop again.  I sent it back and they sent me a new one (I had to pay for shipping and wait a couple weeks).  About 3 months later the exact same thing begins to happen...stop periodically and start back for a few hours.  Rather than send it back to wait several weeks and pay shipping again, I took it to a watch repair shop thinking maybe it's a bad battery connection but I find out that it is a faulty mechanism and required a new one.  My watch repairman orders a new mechanism from Luminox and installs it for about $65. Here we are at about 10 months later (owned the watch for a total of about 15 months) and I look down at the watch and the second hand has fallen off and is shaking around loose under the crystal. I'll take it to the watch repairman again, get him to fix it again, wear the hell out of it till it screws up again, but I would never buy this watch again.  Very disappointed in what I thought was going to be a cool watch to own.",2015-08-31
216,US,47816425,R3IHN0OAMRTKO4,B00F43IC26,594257788,Ferrari Men's 0830105 Race Day Analog Display Quartz Black Watch,Watches,5,0,0,N,N,Five Stars,"love it. ellegant sleek, and ferrari",2015-08-31
217,US,7598868,R10582C4PM41KN,B009DFA43Q,368313718,Michael Kors Lexington Gold-Tone Stainless Steel Watch MK8281,Watches,5,0,0,N,Y,it's totally worth it,The smile on my significant others face was worth the cost the watch was prefect better then I expected,2015-08-31
218,US,16017998,R2S4TN8W0FAAN2,B00CQ7HNEQ,577208023,Bulova Women's 98N101 Stainless Steel Watch,Watches,4,0,0,N,Y,Four Stars,Better quality than picture sugests...,2015-08-31
219,US,26698235,R2LUA7CZYGPOQD,B003WHCO66,833578033,G-Shock GLX6900-1 Classic Series Quality Watch - Black,Watches,5,0,0,N,Y,Five Stars,Happy with product,2015-08-31
220,US,13595245,RUC2017SZU8J4,B008BF8MJW,82339502,Caravelle by Bulova Men's 45D106 Classic Two Tone Watch,Watches,5,0,0,N,Y,Very nice watch. I get compliments all the time and ...,Very nice watch. I get compliments all the time and everyone asks where I got it. This is an excellent watch for business/formal types of gigs that doesn't break the bank. Not heavy on the wrist.,2015-08-31
221,US,3653882,R1SH43UIF5X6DU,B00RXDBXNK,706700856,Swatch Glistar Silver Pearl Dial Transaprent Double Wrap) Strap Ladies Watch LK343,Watches,4,0,0,N,Y,Four Stars,"Perfect size, light weight, and matches almost everything. A negative is it ticks loudly.",2015-08-31
222,US,38157626,R2TLJRO44L9C4M,B000FGDE70,19592876,Timex Mens Expedition Trail Chronograph Resin Combo Watch,Watches,4,0,0,N,Y,Pretty much what I wanted,"Pretty much what I wanted, disappointed with the band. Very stiff, and the end was squared. Hard to feed through buckle.",2015-08-31
223,US,18123821,R2WTLZLYYHYICV,B00MWOLYL6,298014208,Invicta Men's 18037SYB Pro Diver Gunmetal Ion-Plated Stainless Steel Watch,Watches,5,0,0,N,Y,Five Stars,great watch,2015-08-31
224,US,117714,R183WXNVG4OAJ1,B009F7KTJ6,837018669,Disney Boys' Jake Blue Time Teacher Watch,Watches,5,0,0,N,N,Tick tock,Love it ! ; got it for my lil brother & it looked just like the picture & didn't look or feel cheap. Only bad thing is I got it to help him tell time however the numbers are extremely small,2015-08-31
225,US,50230393,RE6WK260HJKO0,B00LP7HSAW,824548355,U.S. Polo Assn. Sport Men's US9486 Analog-Digital Display Analog Quartz Blue Watch,Watches,4,0,0,N,Y,This is a nice sports watch,"This is a nice sports watch.  Bigger than it looks on the picture, so it want disappoint if that's one of the desires in getting it.",2015-08-31
226,US,49573738,R1PIPCRBOC4FIS,B00SMGFGO4,752460943,Sankuwen 1pc Unisex White Sports Silicone Digital LED Sports Bracelet Wrist Watch,Watches,1,0,0,N,Y,Not helpful,I wasn't able to get this to work. At all. So it's sitting in a box somewhere.,2015-08-31
227,US,28341633,R1Z5DGJ5JIKSPX,B00EE7ZLYA,615576600,Domire Fashion Accessories Trial Order New Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Leaf Wrist Watch,Watches,5,0,0,N,Y,Five Stars,Very nice and reasonably price!,2015-08-31
228,US,49694646,RJ1N4X4CNQIJ9,B003XOT3T4,368215170,Swiss Legend Men's 10013-11-GB World Timer Collection Chronograph Two-Tone Stainless Steel Watch,Watches,4,0,0,Y,N,A very nice large men's watch.,The Swiss Legend World Timer is a nice higher end quartz movement watch with dressy looks and nice functionality.  The watch is BIG coming in at 48.5 mm case diameter so this is basically a large man's watch.  I would say it wears small-average for it's size but again it's a big watch.<br /><br />It does have gold accents on it but it doesn't come off gaudy at all.  Overall I highly recommend this if you are looking for a large men's quartz watch for dress occasions.,2015-08-31
229,US,4149998,R1MU7O3R15GG8E,B00X5LSVH0,311205938,LUNIWEI New Dreamcatcher Friendship Bracelet Watches Women Braid Dress ...,Watches,4,0,0,N,Y,Four Stars,Good!,2015-08-31
